index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	Продолжить смешивание ингредиентов?		3	VariableEqual#start_alchemy,1		
1	Q	[BLUE]Алхимия.[] Вы можете создавать зелья по найденным рецептам или смешать ингридиенты надеясь на удачу.		2			
2	A	Открыть хранилище. 		0		OpenWorldContainer#alchemy_chest	
2	A	Создать по рецепту		100			
2	A	Смешивать самостоятельно		1000			
3	A	Продолжить комбинирование.		1002			
3	A	Отложить эксперемент.		1000			
100	Q	Выберите рецепт		140			
1000	Q	Выберите действие		1001			
1001	A	Приступить к комбинирование.		1002		SetVariable#start_alchemy,1	
1001	A	Перейти к следующему этапу		2500			
1001	A	Вылить образец.		4000			
1002	Q	Вы осматриваете свои ингридиенты и трофеи добытые во время странствий по миру.		1003			
1003	A	Завершить комбинирование ингредиентов		1000			
1003	A	Красная орхидея		1002	PlayerHasItem#2101	"LoseItem#2101;IncVariable#red_orchid,1"	
1003	A	Синяя орхидея		1002	PlayerHasItem#2100	"LoseItem#2100;IncVariable#blue_orchid,1"	
1003	A	Мерпл		1002	PlayerHasItem#2104	"LoseItem#2104;IncVariable#merple,1"	
1003	A	Тесур		1002	PlayerHasItem#2105	"LoseItem#2105;IncVariable#tesur,1"	
1003	A	Мертвьюнок		1002	PlayerHasItem#2103	"LoseItem#2103;IncVariable#deadly_mushroom,1"	
1003	A	Светящаяся поганка		1002	PlayerHasItem#2102	"LoseItem#2102;IncVariable#glowing_mushroom,1"	
1003	A	Золотое яблоко		1002	PlayerHasItem#5022	"LoseItem#5022;IncVariable#golden_apple,1"	
1003	A	Огненная соль		1002	PlayerHasItem#1005	"LoseItem#1005;IncVariable#fire_salt,1"	
1003	A	Живой лёд		1002	PlayerHasItem#1006	"LoseItem#1006;IncVariable#living_ice,1"	
1003	A	Искрящийся порошок		1002	PlayerHasItem#1007	"LoseItem#1007;IncVariable#sparkling_powder,1"	
1003	A	Клык коралловой мамбы		1002	PlayerHasItem#1020	"LoseItem#1020;IncVariable#coral_mamba_fang,1"	
1003	A	Клык мамбы		1002	PlayerHasItem#1019	"LoseItem#1019;IncVariable#mamba_fang,1"	
1003	A	Череп		1002	PlayerHasItem#1010	"LoseItem#1010;IncVariable#skull,1"	
1003	A	Паучьи железы		1002	PlayerHasItem#1008	"LoseItem#1008;IncVariable#spider_glands,1"		
1003	A	Рубиновый порошок		1002	PlayerHasItem#11006	"LoseItem#11006;IncVariable#ruby_powder,1"	
1003	A	Сапфировый порошок		1002	PlayerHasItem#11004	"LoseItem#11004;IncVariable#sapphire_powder,1"	
1003	A	Изумрудный порошок		1002	PlayerHasItem#11017	"LoseItem#11017;IncVariable#emerald_powder,1"	
1003	A	Стальная крошка		1002	PlayerHasItem#11005	"LoseItem#11005;IncVariable#steel_dust,1"	
1003	A	Яблоко		1002	PlayerHasItem#11001	"LoseItem#11001;IncVariable#apple,1"	
1003	A	Рог демона		1002	PlayerHasItem#11002	"LoseItem#11002;IncVariable#demon_horn,1"	
1003	A	Коготь лауска		1002	PlayerHasItem#11018	"LoseItem#11018;IncVariable#lousk_claw,1"	
1003	A	Чешуйки лауска		1002	PlayerHasItem#11029	"LoseItem#11029;IncVariable#lousk_scales,1"	
1003	A	Сердце лауска		1002	PlayerHasItem#11030	"LoseItem#11030;IncVariable#lousk_heart,1"	
1003	A	Эктоплазма		1002	PlayerHasItem#11003	"LoseItem#11003;IncVariable#ectoplasm,1"	
1003	A	Глаз мантикоры		1002	PlayerHasItem#11016	"LoseItem#11016;IncVariable#manticore_eye,1"	
1003	A	Жало мантикоры		1002	PlayerHasItem#11024	"LoseItem#11024;IncVariable#manticore_sting,1"	
1003	A	Элтес		1002	PlayerHasItem#11026	"LoseItem#11026;IncVariable#eltess,1"	
1003	A	Палец великана		1002	PlayerHasItem#11022	"LoseItem#11022;IncVariable#giants_finger,1"	
